"Date", "Close", "High", "Low", "Open", "Volume"
198,739.15,739.19,736,737.6,214304
264,742,744.75,738.5,743.02,122513
265,739.69,744.5,739.69,742.01,128211
266,741.6,742,738.35,739.7639,109685
267,744.66,744.7,740.84,741.74,67987
268,742.82,744.92,742.42,744.75,101303
269,744.83,745,741.745,742.96,81104
270,736.1,744.94,736.05,744.84,197639
288,734.85,738.4596,731.01,738,148493
289,736.13,736.5,731.525,734.94,175499
290,737.94,739,735.8,736.3183,110029
291,739.45,740.16,737.5,738.18,70261
292,739.6971,740.4504,737.14,739.73,100248
293,742.46,742.79,739.7859,739.9494,82259
294,743.09,743.83,741.4401,742.47,219329
312,752.315,752.45,747.66,749.16,162706
313,750.34,754.38,749.521,752.47,181782
314,748.18,753.24,744.261,750.3801,179874
315,749.3,750.3399,745.25,748.305,146459
316,747.93,749.575,746.97,748.86,82258
317,747.215,749.35,746.256,747.88,90098
318,751.72,753.11,747.21,747.255,350402
336,754.24,755,752.9,754.01,108343
337,756.2301,757.27,753.7701,754.36,128416
338,756.72,757.31,754.5,756.18,86665
339,756.38,757,755.16,756.49,76977
340,753.94,757.24,753.5,756.68,52655
341,754.74,755.3,752.705,754,85508
342,753.2,755.79,752.78,754.7,273587
360,758.11,758.452,752.6938,753.98,282237
361,760.01,760.76,757.4,758.01,194929
362,759.32,761,758.21,760.098,98291
363,758.69,760.3564,758.56,759.29,88678
364,758.08,758.96,757.74,758.83,95989
365,760.21,760.21,757.84,757.97,126119
366,759,760.69,758.94,760.24,421432
432,761.59,762,757.3,760.46,138202
433,764.65,768,762.14,762.14,230976
434,762.2999,766.9,761.51,764.52,106445
435,765.63,767.37,762,762,80630
436,768,768,763.55,765.61,64528
437,765.67,768.05,765.36,767.78,62735
438,766.61,766.87,764.69,765.67,121677
456,756.38,769.9,754.23,769.51,251673
457,759.4899,763.24,754.8,756.375,277868
458,752.45,759.53,752.25,759.49,128900
459,756.26,756.26,749.33,752.57,149945
460,756.98,756.99,754.1,755.86,105118
461,753.3786,757.61,753.04,756.97,101200
462,753.93,756.205,752.55,753.12,282217
480,752.95,758.1315,751.37,758,140165
481,752.33,754.6,750.01,752.901,162581
482,753.21,757.23,752.29,752.59,138678
483,752.151,754.69,750.74,753.54,124629
484,753.7,754,750.59,752.27,138118
485,754.66,756.97,753.28,753.4,88191
486,752.67,755.4663,751.81,754.52,283810
504,751.25,756.24,749.55,755.38,195195
505,758.59,759.5,751.07,751.25,217205
506,758.6274,760,754.5,758.75,185150
507,757.2099,759,756.53,758.515,111664
508,757.56,758.49,756.2485,757.16,143241
509,755.8,758.492,754.27,757.8,188780
510,759.14,760.45,755.545,755.575,206193
528,720.43,736.12,719.96,726.3,1273408
529,716.35,725.54,713.61,720.61,1050740
530,716.715,718.7741,715,716.59,376188
531,715.38,717.72,714.5,716.9,302360
532,719.35,720.96,715.66,715.68,241293
533,720.83,720.97,718.73,719.22,243662
534,718.77,722.5,717.58,720.9299,779684
600,721.38,722.67,715.59,716.1,254668
601,719.3699,721.86,716.708,721.145,233591
602,717.8,720.49,717.19,719.07,114254
603,719.69,721.2,717.25,717.73,109040
604,723.56,723.93,719.41,719.73,126888
605,722.87,723.89,720.35,723.655,111485
606,723.15,723.4985,720.19,722.75,355646
624,721.5,725.766,720.86,725.42,217045
625,718.21,721.59,716.59,721.565,241569
626,716.78,718.49,716.18,718.49,129559
627,715.88,718.25,715.81,716.88,116732
628,713.18,716.32,712.1,716.1486,199053
629,705.93,713.78,705.501,713.409,324168
630,708.14,708.93,703.0264,705.94,778073
648,698.78,708.98,697.93,707.29,319258
649,698.66,699.09,692.3651,698.93,552525
650,702.5925,703,698.15,698.7,207741
651,698.93,702.24,698.525,702.16,120098
652,696.4,699.31,696.3,698.7401,102189
653,700.05,700.088,694.42,696.6,228856
654,705.84,708,700,700.12,604719
672,709.84,714.17,707,708.26,284050
673,707.33,710.7988,706.15,709.86,253432
674,707.0275,709.398,706.6,707.16,121374
675,701.18,707.22,699.81,707.12,234423
676,698.25,701.24,697.5584,701.115,203618
677,696.5,699.22,695.833,698.4834,267025
678,691.02,696.74,689.55,696.465,683972
696,692.25,697.62,690.25,690.7,386190
697,692.34,696.4973,691,692.18,276206
698,689.65,694.55,689,692.07,181663
699,692.8,693.53,689.16,689.81,153753
700,691.42,695.43,691,692.86,144117
701,690.8699,693.2699,689.69,691.48,143574
702,693.01,694.98,690.2,690.785,432374
768,694.55,699,694.0025,697.63,231968
769,692,695.8102,691,694.43,185595
770,692.32,694.45,691.555,692.15,112655
771,692.645,693.84,691.6653,692.32,70440
772,696,696.355,692.19,692.89,108097
773,698.65,698.98,695.46,696.073,113033
774,698.21,700.64,697.97,698.786,309395
792,694.885,697.84,692.59,696.87,166244
793,696.5,697.3,692.89,694.8276,174025
794,693.82,696.87,693.3,696.1,121545
795,695.07,695.75,692.4,693.59,107096
796,695.9936,696.85,694.86,695.33,81616
797,695.2926,696.53,694.01,696.21,73025
798,692.36,696.42,692,695.63,272564
816,693.46,693.85,689.01,690.49,199743
817,697.97,697.97,692.76,693.45,210078
818,697.445,699.39,695.81,697.6,132083
819,696.83,699.75,695.4,698,162885
820,696.1867,697.73,695.82,696.5,65724
821,698,698.58,694.45,696.29,114682
822,695.7,698.06,695.55,697.86,269459
