"Date", "Close", "High", "Low", "Open", "Volume"
731, 735.33, 735.5, 733.29, 733.5, 60974
732, 734.2875, 735.2, 733.59, 735.0671, 30977
733, 734.06, 734.68, 733.61, 734.01, 17946
734, 733.34, 734.42, 733.245, 734.41, 11325
735, 733.35, 734.45, 733.14, 733.77, 11106
736, 732.78, 733.69, 732.695, 733.34, 21405
737, 732.78, 733.25, 731.97, 732.63, 13579
738, 732.27, 732.7599, 731.76, 732.36, 12762
739, 732.45, 732.75, 732.1, 732.36, 8515
740, 732.7, 733, 732.14, 732.4131, 21716
741, 731.75, 732.82, 731.75, 732.1963, 20601
742, 730.595, 731.805, 730.5, 731.7, 30005
743, 730.34, 730.89, 729.5, 730.5, 20033
744, 730.5, 730.9199, 729.21, 730.34, 39390
745, 730.68, 730.94, 730.18, 730.7595, 24550
746, 731.355, 731.6, 730.58, 730.78, 16602
747, 732.21, 732.23, 731.105, 731.4746, 21382
748, 731.55, 732.35, 731.49, 732.17, 12495
749, 731.1, 731.665, 730.4228, 731.54, 17678
750, 732.6435, 732.915, 730.97, 731.07, 26048
751, 733.13, 733.3, 731.745, 732.455, 26257
752, 732.64, 733.13, 731.54, 733.11, 39081
753, 730.49, 732.5, 730.3, 732.5, 130979
858, 726.4713, 727, 726.4713, 726.92, 12337
859, 726.6785, 727.29, 725.1, 726.7, 51075
860, 728.48, 728.75, 726.48, 726.48, 56730
861, 726.67, 728.66, 725.481, 728.48, 33403
862, 725.6477, 727.76, 724.78, 726.754, 24834
863, 726.03, 726.24, 724.77, 725.23, 28655
864, 727.3618, 727.69, 725.77, 725.97, 20398
865, 725.82, 727.565, 725.6, 727.55, 38633
866, 725.185, 726.14, 724.88, 726.095, 35040
867, 725.66, 726.24, 725.08, 725.12, 32716
868, 727.26, 727.29, 725.35, 725.66, 26109
869, 727.3, 727.433, 726.3, 727.19, 14751
870, 729.665, 730.38, 727.48, 727.48, 31028
871, 728.51, 730.88, 728.51, 729.96, 24529
872, 728.52, 729.25, 727.98, 728.3072, 13750
873, 727.55, 728.65, 727.55, 728.5, 10763
874, 727.42, 728.55, 727.14, 727.85, 11597
875, 729.03, 729.03, 727.25, 727.57, 7170
876, 731.1499, 731.1499, 728.87, 729.21, 16823
877, 730.04, 731.2, 730.0032, 730.83, 10262
878, 730.45, 731.81, 730.36, 730.38, 8938
879, 730.55, 730.55, 729.49, 730.3739, 11538
880, 730.42, 730.855, 730.01, 730.23, 9023
881, 730.16, 730.945, 730.1, 730.48, 5314
882, 730.2, 730.79, 730.08, 730.32, 12342
883, 731.19, 731.83, 730.49, 730.49, 13467
884, 731.99, 732.29, 731.412, 731.412, 18968
885, 731.455, 732.0783, 731.22, 731.97, 28348
886, 730.43, 731.86, 730.43, 731.64, 15364
887, 730.74, 731.2, 730.2, 730.36, 13789
888, 730.2, 730.95, 729.64, 730.62, 21675
889, 731.153, 731.5, 729.83, 729.97, 11673
890, 730.91, 731, 730.15, 730.98, 23371
891, 730.8, 731.19, 730.3148, 730.89, 31025
892, 730.72, 731.16, 730.33, 730.97, 19341
893, 731.38, 731.38, 730.39, 730.69, 12339
894, 729.66, 731.65, 729.65, 731.1, 29022
895, 727.485, 729.919, 727.47, 729.805, 47483
896, 728.15, 728.6355, 727.315, 727.55, 47299
897, 728.33, 728.44, 727.45, 728.16, 199811
0, 727.68, 727.68, 726.37, 726.37, 15185
1, 726.05, 730.82, 725.47, 727.06, 43175
2, 725.85, 726.42, 724.51, 725.8, 31960
3, 727.2101, 727.75, 725.884, 726.22, 32662
4, 725.766, 727.03, 725.33, 726.9, 33416
5, 727.04, 727.45, 725.3, 725.75, 21674
6, 726.8493, 728.76, 726.55, 727.11, 54183
7, 727.4, 727.87, 726.65, 726.98, 12444
8, 727.28, 727.93, 727.1, 727.3037, 11472
9, 727.44, 727.96, 727.16, 727.495, 11080
10, 727.06, 727.43, 726.46, 727.3128, 19869
11, 726.99, 727.4455, 726.5, 727.1009, 23817
12, 729.25, 729.25, 726.99, 726.99, 24941
13, 728.4755, 729.49, 728.24, 729.17, 15561
14, 729.072, 729.46, 728.24, 728.25, 19126
15, 729.34, 729.84, 728.98, 729.05, 10586
16, 729, 730.33, 728.9, 729.47, 15732
17, 729.15, 729.48, 728.28, 729.16, 30169
18, 729.55, 729.9, 728.93, 729.44, 6374
19, 729.35, 730.135, 729.26, 729.54, 23272
20, 727.54, 729.319, 727.54, 729.3036, 10887
21, 727.01, 728.15, 727.01, 727.62, 13871
22, 727.7507, 728.06, 726.93, 727, 5237
23, 727, 728.0412, 726.9, 728.0412, 17696
24, 728.18, 728.445, 727.2729, 727.425, 10494
25, 728.83, 728.98, 727.65, 728.36, 11944
26, 729.6127, 729.85, 728.519, 728.97, 12217
27, 730, 730, 728.4002, 729.87, 19397
28, 731.78, 733.16, 729.18, 730, 55084
29, 730.1601, 732.11, 729.0901, 731.41, 34006
30, 733.57, 734.34, 730.32, 730.32, 38292
31, 733.99, 734.09, 732.97, 733.55, 25082
32, 733.53, 735.5, 733.3004, 734, 35249
33, 732.75, 734.321, 732.75, 733.4451, 16923
34, 734.33, 734.59, 732.4, 732.83, 31097
35, 734.92, 735.5, 734.09, 734.37, 29482
36, 734.27, 735.15, 733.83, 735.15, 32466
37, 737.03, 737.47, 734.07, 734.3, 44039
38, 735.86, 737.2, 735.72, 737.19, 29466
39, 736.09, 736.99, 734.64, 735.99, 180045
144, 736.5, 736.5, 736.45, 736.45, 11450
145, 739.8, 741.66, 736.14, 736.31, 116717
146, 739.0001, 740.11, 737.81, 739.79, 68873
147, 738.67, 741.06, 737.78, 739.27, 47209
148, 738.11, 739.2599, 736.05, 738.3538, 72379
149, 739.35, 739.6699, 737.64, 738.085, 24752
150, 740.58, 741, 738.81, 739.08, 27072
151, 741.5, 741.77, 740.2701, 740.59, 33628
152, 740.15, 741.79, 739.864, 741.564, 12827
153, 740.28, 740.83, 739.73, 740.48, 19143
154, 741.11, 741.66, 740.22, 740.22, 32309
155, 740.88, 741.4989, 740.565, 741.14, 16325
156, 740, 740.48, 739.39, 740.48, 24780
157, 740.1556, 740.78, 739.76, 740.1163, 8425
158, 741, 741, 739.39, 739.935, 9474
159, 740.76, 741.18, 740.565, 741, 13354
160, 740.45, 740.97, 739.7441, 740.97, 14190
161, 741.28, 741.33, 740.1612, 740.49, 24936
162, 742.32, 742.87, 741.15, 741.35, 27627
163, 742.9, 743.07, 742.53, 742.5455, 23156
164, 741.35, 742.88, 741.35, 742.8092, 32997
165, 740.83, 742.45, 740.7433, 741.15, 18048
166, 741, 741.68, 740.67, 741.29, 19206
167, 741.04, 741.46, 740.6654, 740.77, 21224
168, 741.38, 741.8, 741.08, 741.11, 10165
169, 741.99, 742.26, 740.97, 741.34, 19418
170, 741.6193, 742.36, 741.53, 741.98, 18173
171, 740.5736, 742.07, 740.5736, 741.62, 14567
172, 741.75, 742.31, 740.38, 740.53, 11647
173, 740.5288, 742, 740.39, 741.69, 20116
174, 739.56, 741.395, 739.56, 740.94, 32115
175, 737.835, 739.79, 737.64, 739.67, 39341
176, 737.9, 738.1, 737.0201, 737.6901, 30357
177, 736.1472, 737.884, 736, 737.67, 33210
178, 737.59, 737.92, 736.23, 736.25, 32787
179, 736.9801, 737.975, 736.61, 737.655, 36488
180, 738.165, 738.4, 736.642, 736.91, 41560
181, 739.41, 739.46, 737.62, 738.12, 41306
182, 738.75, 739.4564, 738.5, 739.305, 29154
183, 737.78, 739.27, 737.34, 738.72, 199415
288, 741.64, 742, 741.58, 741.86, 470617
289, 734.6676, 741.555, 734.345, 741.555, 67058
290, 732.02, 735.35, 731.83, 734.67, 101268
291, 733.7, 733.7799, 732.06, 732.21, 33971
292, 734.244, 734.62, 733.32, 733.78, 37234
293, 733.88, 734.49, 733.43, 734.09, 20673
294, 732.85, 734.1467, 732.43, 733.83, 28359
295, 736.2692, 736.5, 732.71, 732.71, 33504
296, 735.66, 736.4583, 734.99, 736.4583, 24122
297, 735.22, 735.9, 734.95, 735.71, 23046
298, 736.79, 737.1099, 735.22, 735.22, 42663
299, 738.098, 738.14, 736.74, 736.74, 32531
300, 737.15, 738.13, 736.53, 737.5972, 35091
301, 736.6252, 737.6, 736.46, 737.12, 23543
302, 736, 737, 735.9, 736.83, 40708
303, 736.24, 736.24, 734.7, 736.06, 35466
304, 736.45, 736.45, 735.407, 736.23, 20144
305, 736.01, 736.5, 735.76, 736.39, 22923
306, 735.95, 736.323, 735.72, 736.31, 14825
307, 735.69, 736.03, 735.27, 735.82, 9166
308, 735.37, 735.98, 735.12, 735.6964, 10386
309, 735.14, 735.77, 735.08, 735.37, 6400
310, 734.4243, 735.33, 734.14, 735.2668, 12619
311, 733.15, 734.66, 732.89, 734.43, 22450
312, 734.42, 734.53, 733.32, 733.61, 25930
313, 733.27, 734.96, 732.68, 734.09, 25426
314, 732.99, 733.441, 732.47, 733.28, 13692
315, 733.4, 733.67, 732.43, 732.9899, 35528
316, 733.7994, 734.6, 733.26, 733.52, 24930
317, 734.495, 734.8, 733.7001, 733.91, 15902
318, 734.57, 735, 734.32, 734.5, 17687
319, 734.84, 735, 734.275, 734.4, 5380
320, 735.04, 735.42, 734.58, 734.87, 28037
321, 735.0717, 735.35, 734.38, 735.05, 25293
322, 736.2, 736.56, 735.1801, 735.25, 33954
323, 737.33, 737.82, 736.23, 736.23, 33582
324, 737.465, 737.785, 736.83, 737.38, 28827
325, 737.8, 737.86, 736.765, 737.25, 33468
326, 737.94, 738.52, 737.595, 737.77, 78020
327, 737.6, 738.07, 736.36, 737.77, 391383
720, 736.64, 736.64, 736.5, 736.5, 9793
721, 740.22, 741.2623, 735.7701, 736.998, 54376
722, 740, 740.45, 736.99, 740.12, 43252
723, 737.38, 739.99, 737.15, 739.98, 31725
724, 737, 737.53, 736.9, 737.3808, 46523
725, 734.2, 737, 733.5157, 737, 72307
726, 734.81, 735.434, 733.6, 734, 32577
727, 735.24, 736.77, 734.16, 734.82, 37756
728, 734.4, 735.66, 734.23, 735.07, 23242
729, 734.2, 734.82, 733.91, 734.5, 20794
730, 735.5244, 735.6597, 734.08, 734.215, 12461
731, 737.61, 737.92, 735.71, 735.71, 15076
732, 737.18, 737.9925, 736.8877, 737.69, 16141
733, 738.75, 738.75, 736.77, 737.332, 19326
734, 739.56, 739.58, 737.43, 738.8, 22953
735, 738.3, 740.1742, 738.28, 739.62, 19267
736, 738.37, 739.321, 737.94, 738.48, 11699
737, 738.93, 739.13, 738.03, 738.365, 12773
738, 738.87, 739.29, 737.81, 739.2, 13677
739, 739.805, 740.17, 738.6, 738.79, 14676
740, 738.64, 739.8, 738.14, 739.8, 8452
741, 739.35, 739.44, 737.98, 738.7, 11333
742, 739.44, 739.95, 739, 739.17, 10928
743, 739.81, 739.81, 738.11, 739.34, 13542
744, 740.08, 740.26, 739.35, 739.92, 14381
745, 740.18, 740.34, 739.21, 739.95, 14174
746, 740.64, 740.7, 739.85, 740.14, 12112
747, 741.05, 741.11, 740.49, 740.6, 21461
748, 739.98, 741.52, 739.77, 741.07, 13790
749, 741.2799, 741.5, 739.986, 740.24, 15298
750, 741.96, 741.96, 740.65, 741.06, 23626
751, 742.15, 742.15, 741.08, 741.77, 28656
752, 742.395, 742.5, 741.5, 741.91, 12283
753, 742.1775, 742.5, 741.01, 742.18, 24061
754, 741.08, 742.28, 740.8, 742.21, 18216
755, 741.87, 742, 740.91, 741.13, 17962
756, 741.78, 742.2, 741.5, 741.86, 23203
757, 739.61, 741.62, 739.61, 741.56, 28604
758, 740.48, 740.48, 739.15, 739.69, 29104
759, 742.09, 742.38, 739.44, 740.25, 324986
864, 737.98, 737.98, 737.46, 737.46, 13998
865, 742.4792, 742.75, 737.89, 737.99, 50328
866, 741.84, 743.67, 738.95, 742.21, 44894
867, 743.75, 745, 741.25, 741.399, 40259
868, 741.5, 744.85, 741.5, 743.92, 34019
869, 742.946, 743.77, 741.625, 741.625, 18349
870, 743.97, 744.33, 742.76, 743.06, 22318
871, 744.75, 744.8, 743.3, 743.91, 19235
872, 744.5, 744.75, 743.95, 744.59, 14463
873, 742.65, 744.77, 742.5125, 744.64, 19344
874, 742.73, 743.52, 742.3301, 742.3301, 15126
875, 742.65, 743, 742.08, 742.9, 24477
876, 741.8, 743.2141, 741.72, 742.48, 17379
877, 740, 742.1, 740, 741.77, 25334
878, 740.88, 741.55, 740.25, 740.36, 10443
879, 739, 740.905, 739, 740.73, 11841
880, 740.29, 740.4, 739.2045, 739.2045, 9990
881, 739.2825, 740.42, 739.2, 740.14, 10727
882, 741.13, 741.13, 739.285, 739.36, 11498
883, 741.14, 741.33, 740.6927, 741.12, 10036
884, 742.37, 742.7499, 741.19, 741.23, 20983
885, 742.7, 743.3, 742.25, 742.65, 15283
886, 743.1801, 743.49, 742.77, 742.99, 6373
887, 743.85, 743.97, 743.25, 743.25, 9665
888, 743.14, 743.83, 743.06, 743.7263, 14186
889, 744.25, 744.25, 743.06, 743.2, 5843
890, 743.9201, 744.22, 743.06, 744.15, 11945
891, 743.0665, 744.25, 742.92, 744.25, 15063
892, 743.1253, 743.79, 743.1253, 743.27, 3393
893, 743.25, 743.895, 742.95, 743.295, 17135
894, 742.968, 743.5, 742.665, 743.33, 11418
895, 743.9999, 744.2688, 743.035, 743.06, 13978
896, 742.82, 743.9899, 742.525, 743.56, 9215
897, 741.15, 743.06, 741, 742.875, 14831
898, 740.98, 741.45, 740.6, 741.2, 14982
899, 739.92, 741.39, 739.52, 740.88, 11796
900, 741.07, 741.25, 739.6926, 739.91, 19846
901, 741.21, 741.36, 740.49, 741.13, 20211
902, 740.66, 742.28, 740.4, 741.02, 31708
903, 740.75, 741.57, 740.01, 740.67, 162140
0, 742.36, 742.36, 742.36, 742.36, 11304
1, 741.3708, 745.7199, 740.9, 742.99, 55677
2, 737.99, 741.005, 736.15, 740.79, 73531
3, 738.315, 738.765, 737.09, 737.995, 43663
4, 739.82, 740.31, 738.36, 738.41, 25846
5, 741.2, 743.46, 740.25, 740.25, 29183
6, 742, 743.28, 741.43, 741.43, 23297
7, 741.71, 743.4, 740.36, 742.22, 20632
8, 742.56, 742.7, 740.75, 741.76, 22207
9, 741.63, 742.54, 741, 742.51, 14885
10, 742.07, 742.5, 740.5, 741.25, 25567
11, 739.33, 742.27, 739.33, 742.27, 16215
12, 740.13, 740.74, 739.24, 739.29, 12998
13, 739.03, 740.1, 738.71, 739.6515, 10931
14, 738.27, 739.99, 737.87, 739.07, 26632
15, 738.63, 738.69, 737.74, 738.2315, 16533
16, 738.67, 739.29, 738.3, 738.54, 19952
17, 739.95, 739.95, 738.805, 738.94, 14892
18, 739.43, 740, 738.73, 739.98, 16771
19, 740.04, 740.55, 739.45, 739.6, 11190
20, 740.31, 740.76, 739.47, 740.1775, 14408
21, 740.09, 740.535, 739.75, 740.3, 12345
22, 739.94, 740.53, 739.7, 740.04, 5750
23, 740.72, 741.3, 740.0999, 740.0999, 20445
24, 740.8, 740.8, 739.67, 740.4, 11845
25, 740.22, 741.1425, 739.5, 740.79, 6460
26, 740.58, 740.58, 739.55, 740.05, 14969
27, 740.06, 741.47, 740, 740.6247, 28756
28, 740.99, 741.51, 739.69, 740.131, 12600
29, 741.14, 741.77, 740.6, 740.9, 10569
30, 741.19, 741.49, 740.13, 740.91, 10345
31, 740.34, 741.94, 740.34, 741.24, 21413
32, 738.5, 740.33, 738.5, 740.33, 17632
33, 738.02, 739.23, 737.7, 738.68, 28349
34, 738.07, 738.866, 737.88, 737.89, 13796
35, 737.05, 738.13, 737, 738.1265, 45777
36, 737.342, 737.64, 736.5, 737.12, 35735
37, 738.81, 738.81, 736.565, 737.67, 27385
38, 738.1, 738.729, 737.5, 738.729, 33500
39, 738.06, 738.92, 737.69, 738.095, 120142
144, 733.05, 733.998, 732.01, 732.01, 27923
145, 734.95, 737.747, 732.21, 732.21, 48789
146, 733.9899, 735.25, 733.35, 734.85, 29317
147, 734.19, 734.66, 733.12, 733.66, 39711
148, 735.4336, 735.56, 733.79, 734.33, 26523
149, 734.4, 735.9616, 734.4, 735.41, 35121
150, 733.71, 735.14, 733.5812, 734.7, 13989
151, 735.3, 735.81, 733.9, 733.91, 28187
152, 735.4513, 735.5484, 734.52, 735.31, 22717
153, 734.77, 735.87, 734, 735.58, 12458
154, 734.04, 735.2, 733.97, 734.91, 17612
155, 733.7, 734.79, 733.36, 734, 21171
156, 734, 734.68, 733.795, 733.795, 10387
157, 734.77, 735.1405, 734, 734, 7879
158, 735.02, 735.31, 734.27, 734.76, 25502
159, 733.47, 735.32, 733.13, 735.1037, 21243
160, 733.35, 733.7099, 733.18, 733.57, 26324
161, 732.8, 733.86, 732.62, 733.38, 34009
162, 731.93, 732.85, 731.65, 732.85, 37377
163, 731.96, 732.66, 731.68, 731.7347, 31096
164, 731.45, 731.9399, 731, 731.89, 13010
165, 732.81, 732.9, 731.03, 731.3484, 24769
166, 733.09, 733.775, 732.68, 732.83, 19714
167, 732.74, 733.51, 732.66, 733.15, 20817
168, 732.4, 732.51, 731.9987, 732.51, 5150
169, 732.81, 732.83, 732.18, 732.61, 5353
170, 731.75, 732.94, 731.5, 732.73, 15367
171, 731.57, 732.01, 731.45, 731.83, 14279
172, 731.585, 732.19, 731.18, 731.73, 14017
173, 731.82, 732.06, 731.195, 731.56, 29306
174, 733.25, 733.34, 732.06, 732.06, 13690
175, 733.78, 734.2, 732.75, 732.99, 18674
176, 734.104, 734.8, 733.31, 733.53, 17843
177, 734.5, 734.79, 733.97, 734.36, 12376
178, 734, 734.9, 733.63, 734.66, 13069
179, 734.8504, 734.96, 734.13, 734.43, 12200
180, 735.5399, 735.5399, 734.63, 734.98, 28432
181, 735.4, 735.75, 735, 735.46, 22415
182, 735.65, 735.65, 734.34, 735.3, 21811
183, 735.3, 735.67, 734.58, 735.35, 281067
720, 736.79, 736.79, 736.79, 736.79, 14002
721, 737.77, 738.99, 736.29, 737.56, 59928
722, 735.28, 738.3, 734.9, 737.472, 31014
723, 735.2049, 736.29, 734.3, 735.26, 17686
724, 735.8302, 736.3, 734.5101, 735.2343, 24090
725, 736.98, 737.25, 735.1001, 735.74, 27465
726, 738.71, 738.99, 737.15, 737.21, 33970
727, 737.87, 738.84, 737.74, 738.6024, 25316
728, 737.1, 737.94, 735.7, 737.94, 23383
729, 737.54, 737.7453, 736.69, 737.1099, 21997
730, 737.57, 738.43, 737.37, 738, 16020
731, 736.27, 737.73, 736.12, 737.4657, 20228
732, 736.6, 737.03, 736.11, 736.31, 18274
733, 735.84, 737.33, 735.78, 736.97, 9900
734, 736.66, 736.92, 735.32, 735.999, 9836
735, 737.28, 737.49, 736.365, 736.58, 12490
736, 736.83, 737.7199, 736.69, 737.09, 9863
737, 737.11, 737.52, 736.56, 736.945, 7309
738, 736.36, 737.34, 736.05, 737.11, 9310
739, 736.86, 737.19, 735.58, 736.32, 16638
740, 737.07, 737.7399, 736.9242, 737.3, 11100
741, 737.1301, 737.6167, 736.91, 737.23, 4865
742, 736.82, 737.13, 736.33, 737.13, 7677
743, 735.5433, 736.81, 735.33, 736.7, 17569
744, 735.39, 735.9, 735.27, 735.45, 9124
745, 734.25, 735.95, 734.2, 735.3, 10547
746, 734.475, 735.1, 734.12, 734.25, 18927
747, 735.18, 735.21, 734.16, 734.28, 14672
748, 736.03, 736.65, 734.83, 735, 24132
749, 735.75, 736.5, 735.75, 736.03, 16041
750, 735.14, 736.33, 735.12, 735.74, 15254
751, 734.39, 735.1195, 734, 735.08, 23798
752, 733.5, 734.7799, 733.5, 734.7799, 49823
753, 733.255, 733.67, 732.5, 733.5, 45620
754, 734.1, 734.64, 733.17, 733.26, 11703
755, 734.135, 734.6, 733.7505, 734.2565, 17444
756, 734.16, 734.84, 733.8, 734.34, 12222
757, 734.5, 734.64, 733.8, 734.11, 31223
758, 733.89, 734.82, 733.69, 734.55, 38291
759, 733.53, 734.5499, 733.44, 734.1, 127201
864, 733.12, 734.59, 732.5, 734.59, 11528
865, 732.7, 734.4699, 731.64, 732.69, 51244
866, 729.26, 733.5, 729, 732.27, 65788
867, 730.7753, 731.4299, 728.76, 729.16, 46065
868, 732.33, 732.47, 730.02, 730.89, 38581
869, 732.09, 733.21, 731.78, 732.05, 36846
870, 731.91, 733.51, 731.91, 732.61, 19459
871, 733.53, 733.81, 731.74, 731.88, 22781
872, 734.7117, 734.77, 733.15, 733.53, 29721
873, 734.09, 735.44, 734.09, 734.55, 27560
874, 735.59, 735.67, 733.9, 734.23, 26443
875, 737.21, 737.28, 735.155, 735.74, 44284
876, 738.81, 739.3, 737.21, 737.21, 47189
877, 738.26, 739.5, 737.5, 738.95, 37846
878, 739.29, 739.41, 738.04, 738.21, 25720
879, 739.75, 739.79, 739.09, 739.29, 24118
880, 738.72, 739.8, 738.72, 739.79, 15657
881, 738.49, 739, 738.15, 738.83, 12231
882, 740.76, 741.2045, 738.52, 738.69, 28518
883, 741.11, 741.74, 740.6925, 740.76, 27876
884, 741.9, 742.25, 740.28, 740.85, 20210
885, 741.5925, 741.85, 741.1957, 741.63, 17498
886, 742.3654, 742.3654, 740.87, 741.38, 11467
887, 743.43, 743.69, 741.98, 742.08, 10403
888, 743.63, 744.45, 743.0555, 743.595, 23312
889, 743.47, 743.6, 742.7445, 743.375, 17430
890, 743.78, 743.78, 743.2427, 743.53, 11427
891, 744.51, 744.71, 743.7, 743.7, 14454
892, 744.1, 744.67, 743.56, 744.18, 36489
893, 745.47, 745.47, 743.76, 744.21, 27334
894, 746.39, 746.69, 745.45, 745.47, 32272
895, 746.53, 746.95, 745.1, 746.23, 29043
896, 746.553, 747.16, 746.3001, 746.6, 22070
897, 744.795, 746.67, 744.795, 746.27, 19818
898, 746.1002, 746.1002, 744.12, 744.795, 31137
899, 746.945, 747.18, 745.98, 746.38, 21884
900, 746.88, 747.25, 746.5, 746.97, 26128
901, 746.42, 746.73, 745.3501, 746.73, 16666
902, 745.9, 746.73, 745.43, 746.41, 33445
903, 744.77, 746.6, 744.41, 746.355, 288890
0, 749.88, 750.31, 749.88, 750.1, 17235
1, 753.75, 754.09, 748.74, 750, 124487
2, 754.8, 755, 752.04, 753.83, 74369
3, 755.9508, 756.32, 753.37, 755.09, 47410
4, 756.34, 756.79, 754.14, 756.28, 41679
5, 756.8, 756.88, 755.4, 756.37, 44959
6, 755.36, 757.07, 755.07, 756.75, 43783
7, 755.42, 755.93, 755.065, 755.38, 36552
8, 756.45, 756.54, 755.03, 755.41, 30500
9, 757.569, 757.7, 756.12, 756.44, 41396
10, 757.17, 757.88, 756.71, 757.6, 32291
11, 755.43, 757.32, 755.2, 757, 27928
12, 754.18, 755.59, 753.74, 755.59, 39513
13, 754.21, 754.21, 753, 753.99, 20954
14, 754.45, 754.77, 753.6605, 753.92, 25771
15, 753.38, 754.49, 753.38, 754.38, 11616
16, 752.92, 753.6488, 752.54, 753.51, 13372
17, 753.14, 753.64, 752.82, 753.12, 9590
18, 752.3, 753.2585, 751.89, 753.05, 16008
19, 751.71, 752.56, 751.19, 752.3001, 13068
20, 751.61, 752.205, 750.87, 751.8, 12446
21, 752.42, 752.42, 751.36, 751.61, 30709
22, 752.5, 752.5, 751.85, 752.45, 18912
23, 751.09, 752.61, 751.01, 752.4558, 27130
24, 751.5, 752.1799, 751.2, 751.27, 17403
25, 751.555, 751.8, 751.02, 751.52, 16536
26, 751.475, 752.01, 751.37, 751.495, 15571
27, 751.43, 751.88, 751.21, 751.72, 12955
28, 751.472, 752.46, 751.35, 751.351, 21591
29, 750.24, 751.47, 749.7, 751.47, 41255
30, 751.8, 751.8, 750.01, 750.22, 17649
31, 751.66, 752, 751.5, 751.5, 19986
32, 751.47, 751.72, 750.6701, 751.65, 28749
33, 751.48, 752.2, 751.25, 751.6423, 15539
34, 752.56, 752.96, 751.2728, 751.2728, 12241
35, 752.7, 753, 752.3201, 752.4, 14385
36, 752.13, 753, 752.12, 752.79, 10471
37, 752.44, 752.45, 751.77, 752.27, 14692
38, 751.53, 752.5, 751.28, 752.44, 28269
39, 750.53, 752, 750, 751.38, 137315
144, 749.64, 750, 749.12, 749.25, 10972
145, 749.32, 750.43, 746.97, 749.28, 55232
146, 750.39, 750.39, 747.94, 749.54, 23309
147, 748.25, 750.31, 747.5, 750.31, 23180
148, 749.545, 750.44, 747.92, 748.315, 17558
149, 749.5, 750.42, 749.06, 749.6262, 13900
150, 748.62, 749.89, 748.21, 749.2301, 15893
151, 749.36, 750.09, 748.2136, 748.57, 19269
152, 750.08, 750.53, 749.13, 749.13, 30288
153, 750.02, 750.85, 749.81, 750.41, 25243
154, 749.45, 750.26, 749.22, 750, 27479
155, 750.13, 750.25, 749.64, 749.9, 13097
156, 748.77, 750.35, 748.58, 750.16, 24621
157, 748.75, 749.29, 748.54, 748.91, 13356
158, 749.09, 749.16, 748.5938, 748.7468, 9938
159, 749.3925, 749.94, 749, 749, 28336
160, 748.22, 749.65, 748.09, 749.48, 13971
161, 749.07, 749.105, 747.87, 748.24, 20684
162, 749, 749.25, 748.5, 749.07, 19565
163, 748.235, 748.98, 748, 748.95, 20912
164, 747.91, 748.2343, 747.82, 748.035, 18741
165, 747.2, 748.0899, 746.69, 748.0899, 16942
166, 745.443, 747.35, 745.21, 747.2, 29504
167, 745.24, 745.381, 744.89, 745.23, 14535
168, 744.25, 745.45, 744.2, 745.26, 23900
169, 743.4732, 744.35, 743.15, 744.35, 35045
170, 743.57, 743.72, 743.03, 743.585, 29103
171, 743.35, 744.12, 743.1001, 743.55, 38452
172, 742.3325, 743.35, 741.69, 743.34, 23451
173, 742.64, 742.78, 741.59, 742.325, 17748
174, 742.52, 743.845, 742.46, 742.7, 23578
175, 742.431, 742.8899, 741.27, 742.41, 24463
176, 741.585, 742.36, 740.94, 742.26, 15745
177, 743.47, 744.32, 741.74, 742.0599, 24289
178, 744.37, 744.9506, 743.12, 743.535, 26055
179, 744.37, 744.71, 743.73, 744.43, 17625
180, 745.035, 745.69, 744.49, 744.56, 30331
181, 745.3346, 746.31, 745.18, 745.41, 35269
182, 745.99, 746, 743.98, 745.2861, 44484
183, 744.95, 745.8156, 744.03, 745.8156, 211538
288, 738.91, 738.91, 738.6, 738.6, 25561
289, 740.1, 740.91, 737, 738.5, 67030
290, 739.02, 740.99, 738.7, 740.15, 59548
291, 741.77, 742.4, 738.15, 739.07, 29828
292, 744.28, 744.5, 740.615, 741.77, 44447
293, 743.92, 744.79, 743.31, 744.33, 27956
294, 741.95, 744.3499, 741.68, 744.19, 23084
295, 744.59, 745.92, 741.95, 741.95, 32579
296, 744.81, 745.34, 744.28, 744.61, 21312
297, 745.55, 745.55, 743.46, 744.61, 20086
298, 745.27, 745.78, 744.54, 745.55, 22543
299, 745.55, 745.9, 744.7, 745.125, 14141
300, 747.18, 747.49, 745.02, 745.48, 15975
301, 748.5, 748.98, 747.16, 747.16, 23914
302, 748.2, 748.81, 747.657, 748.52, 31286
303, 747.2, 748.38, 746.68, 748.1667, 18407
304, 746.83, 747.73, 746.42, 747.44, 17972
305, 746.01, 747.24, 746.01, 746.985, 17355
306, 744.66, 746.37, 744.01, 746.1001, 34948
307, 745.0701, 745.94, 744.25, 744.585, 7656
308, 747.27, 747.59, 745.2543, 745.2543, 13581
309, 747.59, 747.92, 747.03, 747.14, 9536
310, 747.1815, 747.85, 746.83, 747.1, 7291
311, 747.75, 748.2, 747.16, 747.54, 20431
312, 747.83, 748.48, 747.28, 747.75, 8485
313, 748.7264, 748.7264, 747.864, 747.96, 6268
314, 747.57, 748.5, 747.57, 748.46, 13510
315, 747.25, 748.38, 747.2014, 747.83, 9696
316, 748.31, 748.31, 747.355, 747.66, 13793
317, 747.47, 748.3, 746.75, 748.1185, 24428
318, 747.57, 748.085, 746.82, 747.355, 24046
